Otto von Stülpnagel	383883994	true	false	MisterBee1966	UNKNOWN	html	html @ geocties]	http://www.geocities.com/~orion47/WEHRMACHT/HEER/General2/STUELPNAGEL_OTTO.html==Quotes==''You're too impetuous.	;External links* [http://www.geocities.com/~orion47/WEHRMACHT/HEER/General2/STUELPNAGEL_OTTO.html @ geocties]==Quotes==''You're too impetuous.
Freedom of religion in Qatar	292979428	true	false	PvsKllKsVp	UNKNOWN	The	Islam is the	The state religion is Islam.	Islam is the state religion.
Freedom of religion in Qatar	378330604	true	false	Markiewp	UNKNOWN	Iran.	[[Iran]].	Most Bahá'ís come from Iran.	Most Bahá'ís come from [[Iran]].
Jim Jones (rapper)	303582752	true	false	67.150.221.155	UNKNOWN	Alzheimer's.	"All Timers".	He's got Alzheimer's.'	He's got "All Timers".'
Jim Jones (rapper)	329739719	true	false	Full-date unlinking bot	MINOR	[[2006-12-20]].	2006-12-20.	Retrieved [[2006-12-20]].	Retrieved 2006-12-20.
Jim Jones (rapper)	329739719	true	false	Full-date unlinking bot	MINOR	([[2004-08-13]]).	(2004-08-13).	</ref><ref>Kwak, Donnie ([[2004-08-13]]). "	</ref><ref>Kwak, Donnie (2004-08-13). "
Jim Jones (rapper)	329739719	true	false	Full-date unlinking bot	MINOR	[[2006-12-20]].	2006-12-20.	Retrieved [[2006-12-20]].	Retrieved 2006-12-20.
Jim Jones (rapper)	329739719	true	false	Full-date unlinking bot	MINOR	([[2005-08-26]]).	(2005-08-26).	<ref>Chery, Carl ([[2005-08-26]]). "	<ref>Chery, Carl (2005-08-26). "
Jim Jones (rapper)	329739719	true	false	Full-date unlinking bot	MINOR	[[2006-12-20]].	2006-12-20.	Retrieved [[2006-12-20]].	Retrieved 2006-12-20.
Jim Jones (rapper)	420727281	true	false	24.152.224.246	UNKNOWN	Aruban.	[[Aruban]].	His mother is Aruban.	His mother is [[Aruban]].
Jim Jones (rapper)	420823596	true	false	108.57.25.193	UNKNOWN	<ref>https://starforcehiphop.	<ref>http://starforcehiphop.	<ref>https://starforcehiphop.com</ref> On February 7,2011.	<ref>http://starforcehiphop.com</ref> On February 7,2011.
Jim Jones (rapper)	428182709	true	false	24.44.193.146	UNKNOWN	[[Aruban]].	[[Jamaican]].	His mother is [[Aruban]].	His mother is [[Jamaican]].
Jim Jones (rapper)	428638166	true	false	Dbunkley6	UNKNOWN	mother	mother, Nancy Jones,	His mother is [[Jamaican]].	His mother, Nancy Jones, is [[Jamaican]].
Church of Ireland	480254183	true	false	110.174.219.40	UNKNOWN	was	was, in essence,	</ref></blockquote>	It is the contention of the Church of Ireland that in breaking with the [[Holy See]], the reformed [[established church]] was reverting to a condition that had obtained in the church in Ireland prior to the 12th century - the independent character of [[Celtic Christianity]].	</ref></blockquote>	It is the contention of the Church of Ireland that in breaking with the [[Holy See]], the reformed [[established church]] was, in essence, reverting to a condition that had obtained in the church in Ireland prior to the 12th century - the independent character of [[Celtic Christianity]].
Mark Yudof	351051110	true	false	Michael Hardy	UNKNOWN	7-10.	7&ndash;10.	7-10.	7&ndash;10.
Mark Yudof	351051110	true	false	Michael Hardy	UNKNOWN	17-20.	17&ndash;20.	Change, March/April 2002, at 17-20.	Change, March/April 2002, at 17&ndash;20.
Niagara Falls, New York	483393136	true	false	Steve03Mills	UNKNOWN	<ref>http://abcnews.	<ref>{{cite web|last=Brady |first=Jonann |url=http://abcnews.	<ref>http://abcnews.go.com/GMA/Story?id=5814518</ref>[[File:Old Niagara Falls High School.	<ref>{{cite web|last=Brady |first=Jonann |url=http://abcnews.go.com/GMA/Story?id=5814518 |title=Niagara Falls: A Tale of Two Cities - ABC News |publisher=Abcnews.go.com |date=2008-09-16 |accessdate=2012-03-22}}</ref>[[File:Old Niagara Falls High School.
The Lviv pogroms controversy (1941)	356234673	true	false	Rms125a@hotmail.com	UNKNOWN	ibid.	ibid,	<ref>[http://www.fraza.com.ua/zametki/11.10.06/29344.html?c=post&i=43555  Ukrainskyj Legion, ibid.	<ref>[http://www.fraza.com.ua/zametki/11.10.06/29344.html?c=post&i=43555  Ukrainskyj Legion, ibid, p. 180</ref>==Polish research (1998) ==In his book "Poland's Holocaust", Polish sociologist [[Tadeusz Piotrowski (sociologist)|Tadeusz Piotrowski]] lists eyewitness accounts of the Lviv massacres, including Czeslaw Lucszak's claim that Nachtigall murdered Polish populace.
The Lviv pogroms controversy (1941)	447286043	true	false	Invest in knowledge	MINOR	name="EH"/>.	name="EH"/>	<ref name="EH"/>.	<ref name="EH"/> Professor Himka from the [[University of Alberta]] states that evidence vindicates Nachtigall but that it also shows other OUN members engaged in the murder of Jews at that time.
Transcendental Meditation	240115765	true	false	Duedilly	UNKNOWN	</ref>.	</ref>	Scientific American 1972;226:84-90</ref>.	Scientific American 1972;226:84-90</ref>.
Transcendental Meditation	253577009	true	false	Lightmouse	UNKNOWN	[[1975]],	1975,	Respiration'', [[1975]], 74-80.	Respiration'', 1975, 74-80.
Transcendental Meditation	253577009	true	false	Lightmouse	UNKNOWN	[[1975]],	1975,	Respiration'', [[1975]], 74-80.	Respiration'', 1975, 74-80.
Transcendental Meditation	272014931	true	false	2over0	UNKNOWN	(p</ref>.	(p. 62)</ref>.	(p</ref>.	(p. 62)</ref>.
Transcendental Meditation	282870922	true	false	Rjwilmsi	MINOR	<ref>Bainbridge,	<ref name="web.archive.org"/><ref>Bainbridge,	<ref>Bainbridge, William S., 1997.	<ref name="web.archive.org"/><ref>Bainbridge, William S., 1997.
Transcendental Meditation	302111745	true	false	Keithbob	MINOR	Mahrishi	Maharishi	By Mahrishi Mahesh Yogi.	By Maharishi Mahesh Yogi.
Transcendental Meditation	303595267	true	false	The7thdr	UNKNOWN	1975	1975,	Respiration'', 1975, 74-80.	Respiration'', 1975, 74-80.
Transcendental Meditation	305722917	true	false	The7thdr	MINOR	Britannica.	Britannca.	"Encyclopædia Britannica.	"Encyclopædia Britannca.
Transcendental Meditation	308500211	true	false	Keithbob	MINOR	<ref	<ref>	<ref>Morris, Bevan.	<ref>Morris, Bevan.
Transcendental Meditation	309648499	true	false	Bigweeboy	UNKNOWN	p189</ref>.	p189</ref>	p189</ref>.	p189</ref> The official web site reports that more than 6 million people worldwide have learned the Transcendental Meditation technique since its introduction in 1958.
Transcendental Meditation	310218217	true	false	Bigweeboy	UNKNOWN	879-881</ref>.	879-881</ref>	879-881</ref>.	879-881</ref> In her book "Stress Management" author Cotton says: “Interestingly, in spite of TM’s status outside the mainstream of the health system and mental health practice, it has been subject to a significant amount of empirical evaluation, much of which has in fact supported its claims of effectiveness in countering the physiological effects of stress.”
Transcendental Meditation	310220166	true	false	Bigweeboy	UNKNOWN	302-318</ref>.	302-318</ref>	Consciousness and Cognition, 8, 302-318</ref>.	Consciousness and Cognition, 8, 302-318</ref>An early study on biochemical effects published by Michaels in Science in 1976 looked a the reduction of biochemicals associated with stress as a result of meditation, comparing the Transcendental Meditation technique to simple resting.
Transcendental Meditation	310220423	true	false	Bigweeboy	UNKNOWN	1983</ref>.	1983</ref>	14): C457-C461, 1983</ref>.	14): C457-C461, 1983</ref>A 1987 study found that during that during the hypometabolic states experienced by both both the Transcendental Meditation and relaxation groups, arterial-venous CO2 content difference declines, and that during the Transcendental Meditation technique, arterial-venous CO2 content difference briefly disappears.
Transcendental Meditation	310220613	true	false	Bigweeboy	UNKNOWN	R89-R92</ref>.	R89-R92</ref>	R89-R92</ref>.	R89-R92</ref> A study in 1983 found a marked decline of cell glycolytic rate induced by the Transcendental Meditation technique that was significantly correlated with decreased plasma lactate, a hormone associated with stress<ref>Jevning, R., A. F. Wilson, H. Pirkle, J, P. O’Halloran, R. N. Walsh., “Metabolic control in a state of decreased activation: modulation of red cell metabolism,” Am, J. Physiol.
Transcendental Meditation	314009984	true	false	Pigman	UNKNOWN	[[1975]],	1975,	Respiration'', [[1975]], 74-80.	Respiration'', 1975, 74-80.
Transcendental Meditation	314696377	true	false	TimidGuy	MINOR	Jonathon,ed.	Jonathan,ed.	<ref>Shear, Jonathon,ed.	<ref>Shear, Jonathan,ed.
Transcendental Meditation	314696468	true	false	TimidGuy	MINOR	Jonathon	Jonathan	<ref> Jonathon Shear, editor.''	<ref>Shear, Jonathan (2006). ''
Transcendental Meditation	314696539	true	false	TimidGuy	MINOR	Jonathon,	Jonathan,	<ref> Shear, Jonathon, Editor.	<ref> Shear, Jonathan, Editor.
Transcendental Meditation	325318325	true	false	Fladrif	MINOR	<ref>[http://www.	<ref name=Phelan>[http://www.	<ref>[http://www.persee.fr/web/revues/home/prescript/article/assr_0335-5985_1979_num_48_1_2186  Phelan, Michael, "Transcendental Meditation.	<ref name=Phelan>[http://www.persee.fr/web/revues/home/prescript/article/assr_0335-5985_1979_num_48_1_2186  Phelan, Michael, "Transcendental Meditation.
Transcendental Meditation	325934069	true	false	Will Beback	UNKNOWN	Course">http://www.	Course">{{cite web|url=http://www.	<ref name=Hunt/>==Teaching procedure==	The Transcendental Meditation technique is taught in a standardized, seven-step course<ref name="The Seven-Step Course">http://www.tm.org/learn-meditation</ref> that consists of two introductory lectures, a personal interview, and four, two-hour instruction sessions given on consecutive days.	<ref name=Hunt/>==Teaching procedure==	The Transcendental Meditation technique is taught in a standardized, seven-step course<ref name="The Seven-Step Course">{{cite web|url=http://www.tm.org/learn-meditation |title=Learn the Transcendental Meditation Technique – Seven Step Program |publisher=Tm.org |date= |accessdate=2009-11-15}}</ref> that consists of two introductory lectures, a personal interview, and four, two-hour instruction sessions given on consecutive days.
Transcendental Meditation	325938350	true	false	Will Beback	UNKNOWN	(Simom	(Simon	Pocket (Simom and Schuster).	Pocket (Simon and Schuster).
Transcendental Meditation	394171154	true	false	Fram	MINOR	{{POV-section}}	{{POV-section|date=November 2010}}	{{POV-title}}{{POV-section}}[[Image:TM logo.	{{POV-title}}{{POV-section|date=November 2010}}[[Image:TM logo.
Transcendental Meditation	462436555	true	true	Littleolive oil	UNKNOWN	{{POV|date=August	{{POV|date=November	{{POV|date=August 2011}}[[Image:TM logo.	{{POV|date=November 2011}}[[Image:TM logo.
Transcendental Meditation	491779584	true	false	Helpful Pixie Bot	MINOR	[[Image:TM	[[File:TM	{{POV|date=November 2011}}[[Image:TM logo.	{{POV|date=November 2011}}[[File:TM logo.
Transcendental Meditation	497750780	true	false	Keithbob	UNKNOWN	{{POV|date=November	{{POV-lead|date=November	{{POV|date=November 2011}}[[File:TM logo.	{{POV-lead|date=November 2011}}{{further reading cleanup}}[[File:TM logo.
Transcendental Meditation	497779801	true	false	AnomieBOT	MINOR	cleanup}}	cleanup|date=June 2012}}	{{POV-lead|date=November 2011}}{{further reading cleanup}}[[File:TM logo.	{{POV-lead|date=November 2011}}{{further reading cleanup|date=June 2012}}[[File:TM logo.
Transcendental Meditation	504174502	true	false	AnomieBOT	MINOR	{{lead}}	{{lead|date=July 2012}}	{{POV-lead|date=November 2011}}{{lead}}[[File:TM logo.	{{POV-lead|date=November 2011}}{{lead|date=July 2012}}[[File:TM logo.
Transcendental Meditation	505843840	true	false	GoingBatty	UNKNOWN	{{lead|date=July	{{lead rewrite|date=July	{{POV-lead|date=November 2011}}{{lead|date=July 2012}}[[File:TM logo.	{{POV-lead|date=November 2011}}{{lead rewrite|date=July 2012}}[[File:TM logo.
Yaakov Shwekey	437278716	true	false	75.99.132.250	UNKNOWN	</ref>	</ref>,	</ref> and musical entertainer.	</ref>, and musical entertainer.
Yaakov Shwekey	452111451	true	false	Δ	UNKNOWN	</ref>,	</ref>	</ref>, and musical entertainer.	</ref> and musical entertainer.
Patras Carnival	417757488	true	true	SmackBot	MINOR	{{POV}}	{{POV|date=March 2011}}	{{POV}}{{POV-check}}[[Image:.	{{POV|date=March 2011}}{{POV-check|date=March 2011}}[[Image:.
Patras Carnival	417757488	true	true	SmackBot	MINOR	{{POV-check}}	{{POV-check|date=March 2011}}	{{POV}}{{POV-check}}[[Image:.	{{POV|date=March 2011}}{{POV-check|date=March 2011}}[[Image:.
EOI Business School	349450848	true	false	Bender235	UNKNOWN	26-28.	26–28.	Madrid, March 26-28.	Madrid, March 26–28.
Mansions of Rastafari	340854497	true	false	SmackBot	MINOR	{{cleanup}}	{{Cleanup|date=January 2010}}	{{cleanup}}{{pov}}[[Image:Selassie restored.	{{Cleanup|date=January 2010}}{{POV|date=January 2010}}[[Image:Selassie restored.
Mansions of Rastafari	340854497	true	false	SmackBot	MINOR	{{pov}}	{{POV|date=January 2010}}	{{cleanup}}{{pov}}[[Image:Selassie restored.	{{Cleanup|date=January 2010}}{{POV|date=January 2010}}[[Image:Selassie restored.
Mansions of Rastafari	412160852	true	false	86.7.129.112	UNKNOWN	an	a	{{POV|date=April 2010}}{{Cleanup|date=January 2010}}[[Image:Selassie restored.	{{POV|date=April 2010}}{{Cleanup|date=January 2010}}[[Image:Selassie restored.
Mansions of Rastafari	429301729	true	false	SmackBot	MINOR	{{unreliable}}	{{Unreliable sources|date=May 2011}}	{{POV|date=April 2010}}{{Cleanup|date=January 2010}}{{link rot}}{{unreliable}}[[Image:Selassie restored.	{{POV|date=April 2010}}{{Cleanup|date=January 2010}}{{Cleanup-link rot|date=May 2011}}{{Unreliable sources|date=May 2011}}[[Image:Selassie restored.
History of Dublin	485079749	true	false	Helpful Pixie Bot	MINOR	[[Image:Cchurchdub.	[[File:Cchurchdub.	==Late Medieval Dublin==[[Image:Cchurchdub.	==Late Medieval Dublin==[[File:Cchurchdub.
History of Dublin	485079749	true	false	Helpful Pixie Bot	MINOR	[[Image:castletower.	[[File:castletower.	[[Image:castletower.	[[File:castletower.
History of Dublin	485079749	true	false	Helpful Pixie Bot	MINOR	[[Image:Karte	[[File:Karte	===Monto===''See Also [[Monto]]''[[Image:Karte Dublin MKL1888.	===Monto===''See Also [[Monto]]''[[File:Karte Dublin MKL1888.
History of Dublin	485079749	true	false	Helpful Pixie Bot	MINOR	[[Image:Big-Jim-Larkin.	[[File:Big-Jim-Larkin.	===The Lockout===[[Image:Big-Jim-Larkin.	===The Lockout===[[File:Big-Jim-Larkin.
History of Dublin	485079749	true	false	Helpful Pixie Bot	MINOR	[[Image:Warofindep.	[[File:Warofindep.	==The End of British Rule==[[Image:Warofindep.	==The End of British Rule==[[File:Warofindep.
History of Dublin	485079749	true	false	Helpful Pixie Bot	MINOR	[[Image:Spiredubbig.	[[File:Spiredubbig.	===Regeneration of Dublin===[[Image:Spiredubbig.	===Regeneration of Dublin===[[File:Spiredubbig.
Nicolas Sarkozy	49883739	true	false	4.154.6.244	UNKNOWN	{{NPOV-check}}	{{POV-check}}	{{NPOV-check}}<!	{{POV-check}}<!
Nicolas Sarkozy	348661655	true	false	Tpbradbury	UNKNOWN	<ref>[http://www.	<ref>{{cite web|url=http://www.	<ref>[http://www.bioalliancepharma.fr/news_press0106_eng.asp Bioalliancepharma.	<ref>{{cite web|url=http://www.bioalliancepharma.fr/news_press0106_eng.asp |title=Bioalliancepharma.
Nicolas Sarkozy	348661655	true	false	Tpbradbury	UNKNOWN	<ref>[http://www.	<ref>{{cite web|url=http://www.	<ref>[http://www.bioalliancepharma.fr/news_press0106_eng.asp Bioalliancepharma.	<ref>{{cite web|url=http://www.bioalliancepharma.fr/news_press0106_eng.asp |title=Bioalliancepharma.
Nicolas Sarkozy	348661655	true	false	Tpbradbury	UNKNOWN	<ref>[http://www.	<ref>{{cite web|url=http://www.	<ref>[http://www.bioalliancepharma.fr/news_press0106_eng.asp Bioalliancepharma.	<ref>{{cite web|url=http://www.bioalliancepharma.fr/news_press0106_eng.asp |title=Bioalliancepharma.
Nicolas Sarkozy	348661655	true	false	Tpbradbury	UNKNOWN	<ref>[http://www.	<ref>{{cite web|url=http://www.	<ref>[http://www.bioalliancepharma.fr/news_press0106_eng.asp Bioalliancepharma.	<ref>{{cite web|url=http://www.bioalliancepharma.fr/news_press0106_eng.asp |title=Bioalliancepharma.
Nicolas Sarkozy	348661655	true	false	Tpbradbury	UNKNOWN	<ref>[http://www.	<ref>{{cite web|url=http://www.	<ref>[http://www.bioalliancepharma.fr/news_press0106_eng.asp Bioalliancepharma.	<ref>{{cite web|url=http://www.bioalliancepharma.fr/news_press0106_eng.asp |title=Bioalliancepharma.
Nicolas Sarkozy	371529545	true	false	Colonies Chris	MINOR	[[Catholic]].	[[Catholic Church|Catholic]].	Sarkozy was, accordingly, raised [[Catholic]].	Sarkozy was, accordingly, raised [[Catholic Church|Catholic]].
Nicolas Sarkozy	387602885	true	false	IGeMiNix	MINOR	'''Pizzia'''	'''Nicolas Sarkozy'''	fr]}}'''Pizzia''' (pronounced {{IPA-fr|nikɔla saʁkɔzi|}} {{Audio-IPA|Sarkozy.	fr]}}'''Nicolas Sarkozy''' (pronounced {{IPA-fr|nikɔla saʁkɔzi|}} {{Audio-IPA|Sarkozy.
Nicolas Sarkozy	406050804	true	false	89.86.162.132	UNKNOWN	(pronounced	(sarkonnerie)	fr]}}'''Nicolas Sarkozy''' (pronounced {{IPA-fr|nikɔla saʁkɔzi||Sarkozy.	fr]}}'''Nicolas Sarkozy''' (sarkonnerie) {{IPA-fr|nikɔla saʁkɔzi||Sarkozy.
Nicolas Sarkozy	406052166	true	false	Johnuniq	UNKNOWN	(sarkonnerie)	(pronounced	fr]}}'''Nicolas Sarkozy''' (sarkonnerie) {{IPA-fr|nikɔla saʁkɔzi||Sarkozy.	fr]}}'''Nicolas Sarkozy''' (pronounced {{IPA-fr|nikɔla saʁkɔzi||Sarkozy.
Nicolas Sarkozy	412717769	true	false	Grandia01	UNKNOWN	criticism.	criticism especially from Christians.	Both comments drew criticism.	Both comments drew criticism especially from Christians.
Nicolas Sarkozy	450715115	true	false	Ground Zero	MINOR	5	Five	5 new ministers were appointed.	Five new ministers were appointed.
Nicolas Sarkozy	463551014	true	false	Kanayou	UNKNOWN	ko.	kɔ.	ko.	kɔ.
Nicolas Sarkozy	463551014	true	false	Kanayou	UNKNOWN	ko.	kɔ.	ko.	kɔ.
Nicolas Sarkozy	491105375	true	false	Willthacheerleader18	UNKNOWN	Catholic.	[[Roman Catholic|Catholic]].	Sarkozy was, accordingly, raised Catholic.	Sarkozy was, accordingly, raised [[Roman Catholic|Catholic]].
Nicolas Sarkozy	491551334	true	false	Helpful Pixie Bot	MINOR	[[Image:Sarkozy-congres-ump.	[[File:Sarkozy-congres-ump.	[[Image:Sarkozy-congres-ump.	[[File:Sarkozy-congres-ump.
Nicolas Sarkozy	491551334	true	false	Helpful Pixie Bot	MINOR	[[Image:L.	[[File:L.	[[Image:L. Bush-Sarkozy 20070608-5 d-0047-515h.	[[File:L. Bush-Sarkozy 20070608-5 d-0047-515h.
Nicolas Sarkozy	514890434	true	false	Omnipaedista	UNKNOWN	zi||Sarkozy.	zi|lang|Sarkozy.	zi||Sarkozy.	zi|lang|Sarkozy.
Trap-Neuter-Return	409679527	true	true	AnomieBOT	MINOR	{{POV}}	{{POV|date=January 2011}}	{{POV}}==Methodology==[[Image:SVFF TNR Cat.	{{POV|date=January 2011}}==Methodology==[[Image:SVFF TNR Cat.
The New Deal and corporatism	274829847	true	false	Timeshifter	UNKNOWN	edu/academics/faculty/lloyd/projects/newdeal/hh051535.	edu/faculty-research/new-deal/hoover-speeches/hh051535.	[http://publicpolicy.pepperdine.edu/academics/faculty/lloyd/projects/newdeal/hh051535.htm The NRA.	[http://publicpolicy.pepperdine.edu/faculty-research/new-deal/hoover-speeches/hh051535.htm The NRA.
Pratap Singh of Jammu and Kashmir	415340432	true	false	Dsisdj	UNKNOWN	[[Image:Maharaja_Pratap_Singh.	[[Image:Pratap-Singh.	{{Unsourced|date=July 2009}}{{POV|date=July 2009}}[[Image:Maharaja_Pratap_Singh.	{{Unsourced|date=July 2009}}{{POV|date=July 2009}}[[Image:Pratap-Singh.
Pratap Singh of Jammu and Kashmir	416478566	true	false	ImageRemovalBot	UNKNOWN	[[Image:Maharaja_Pratap_Singh.	[[Image:Maharaja Pratap Singh.	[[Image:Maharaja_Pratap_Singh.	[[Image:Maharaja Pratap Singh.
Titulus Crucis	134817819	true	false	80.141.65.131	UNKNOWN	130].	130</ref>	175, 130].	175, 130</ref>==References==<references/>==External links==;Scientific books and articles*[http://upload2.net/page/download/OAtTRmXptRoEomE/TitulusCrucis.pdf.html Radiocarbon C14 dating paper of the Titulus Crucis];Other non-scientific sources*[http://www.rosaryworkshop.com/ROME-Pilgrimage-Crx.html Rosary Workshop on the Titulus Crucis]*[http://www.livingmiracles.net/Relics.html Holy Relics][[Category:Christian legend and folklore]][[Category:Relics attributed to Jesus]][[it:Titulus crucis]]
Titulus Crucis	176758377	true	false	SmackBot	MINOR	{{NPOV}}	{{POV|date=December 2007}}	{{NPOV}}{{Essay-entry}}[[Image:Titulus.	{{POV|date=December 2007}}{{Essay-entry}}[[Image:Titulus.
Titulus Crucis	177942067	true	false	SmackBot	MINOR	{{Essay-entry}}	{{Essay-like|date=December 2007}}	{{POV|date=December 2007}}{{Essay-entry}}[[Image:Titulus.	{{POV|date=December 2007}}{{Essay-like|date=December 2007}}[[Image:Titulus.
Grenada–United States relations	457404088	true	false	Crisco 1492	UNKNOWN	jpg|thumb|300px|right|Operation	svg|thumb|300px|right|Operation	jpg|thumb|300px|right|Operation Urgent Fury.]]	svg|thumb|300px|right|Operation Urgent Fury.]]
Ganesh Acharya	507996695	true	false	122.164.236.52	UNKNOWN	villain.	Hero friend.	He played a villain.	He played a Hero friend.
Chagos Archipelago	451950430	true	false	Jimthing	UNKNOWN	Aug	August	{{Citation needed|date=August 2010}}'''Coral'''[[File:Ctenella.	{{Citation needed|date=August 2010}}'''Coral'''[[File:Ctenella.
Chagos Archipelago	498617447	true	false	Lotje	UNKNOWN	png|thumb|right|The	png|thumb|The	png|thumb|right|The Chagos Archipelago.	png|thumb|The Chagos Archipelago.
Cat meat	516420274	true	false	Catsandwich	UNKNOWN	===China===	===China (People's Republic)===	<ref>{{hadith-usc|usc=yes|muslim|21|4752}}</ref>===China===[[File:Cats after slaughter 01.	<ref>{{hadith-usc|usc=yes|muslim|21|4752}}</ref>===China (People's Republic)===[[File:Cats after slaughter 01.
Umar Bakkalcha	419149694	true	false	Zabdiya	UNKNOWN	{{Orphan|date=February	{{NPOV}}{{Orphan|date=February	{{Orphan|date=February 2011}}'''Umar Bakkalcha''' (1953?	{{NPOV}}{{Orphan|date=February 2011}}'''Umar Bakkalcha''' (1953?
Umar Bakkalcha	419150389	true	true	AnomieBOT	MINOR	{{NPOV}}{{Orphan|date=February	{{NPOV|date=March 2011}}{{Orphan|date=February	{{NPOV}}{{Orphan|date=February 2011}}'''Umar Bakkalcha''' (1953?	{{NPOV|date=March 2011}}{{Orphan|date=February 2011}}'''Umar Bakkalcha''' (1953?
Umar Bakkalcha	422607390	true	false	Yobot	MINOR	{{NPOV|date=March	{{POV|date=March	{{NPOV|date=March 2011}}{{Orphan|date=February 2011}}'''Umar Bakkalcha''' (1953?	{{POV|date=March 2011}}{{Orphan|date=February 2011}}'''Umar Bakkalcha''' (1953?
Shailendra Sharma	446971260	true	true	Helpful Pixie Bot	MINOR	{{NPOV}}	{{POV|date=August 2011}}	{{Primary sources|date=June 2011}}{{NPOV}}{{tone}}[[File:Yogiraj_Shri_Shailendra_Sharma.	{{Primary sources|date=June 2011}}{{POV|date=August 2011}}{{Tone|date=August 2011}}[[File:Yogiraj_Shri_Shailendra_Sharma.
Shailendra Sharma	446971260	true	true	Helpful Pixie Bot	MINOR	{{tone}}	{{Tone|date=August 2011}}	{{Primary sources|date=June 2011}}{{NPOV}}{{tone}}[[File:Yogiraj_Shri_Shailendra_Sharma.	{{Primary sources|date=June 2011}}{{POV|date=August 2011}}{{Tone|date=August 2011}}[[File:Yogiraj_Shri_Shailendra_Sharma.
Ibn Hajar al-Haytami	414299206	true	false	Ktemple9109	UNKNOWN	5.	<ref>5.	5.	</ref><ref>5.
Ibn Hajar al-Haytami	414299206	true	false	Ktemple9109	UNKNOWN	6.	<ref>6.	6.	</ref><ref>6.
Ibn Hajar al-Haytami	414299206	true	false	Ktemple9109	UNKNOWN	7.	<ref>7.	7.	</ref><ref>7.
