}	}	)	NN	(	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	NN	(	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
pov	pov	VB	(	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	NN	(	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	NN	(	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Infobox	infobox	NNP	(	(	NNP	NN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MLB	mlb	NNP	NNP	(	NN	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
player|bgcolor1=	player|bgcolor1=	NN	NNP	NNP	#	CD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
083884|bgcolor2=	083884|bgcolor2=	CD	#	NN	#	NNP	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
EE1422|textcolor1=white|textcolor2=white|name=Carlos	ee1422|textcolor1=white|textcolor2=white|name=carlos	NNP	#	CD	NNP	.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zambrano|image=Cubs-Carlos_Zambrano2	zambrano|image=cubs-carlos_zambrano2	NNP	NNP	#	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	NNP	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
[	[	NN	.	JJ	JJ	NN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
[	[	NN	.	JJ	JJ	NN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Image	image	NN	JJ	NN	:	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
:	:	:	NN	JJ	JJ	.	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Cubs-Carlos_Zambrano3	cubs-carlos_zambrano3	JJ	:	NN	.	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
.	.	.	JJ	:	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cleanup|date=June	cleanup|date=june	VB	(	(	CD	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2007	2007	CD	VB	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
pov	pov	VB	(	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Infobox	infobox	NNP	(	(	NNP	NN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MLB	mlb	NNP	NNP	(	NN	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
player|bgcolor1=	player|bgcolor1=	NN	NNP	NNP	#	CD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
083884|bgcolor2=	083884|bgcolor2=	CD	#	NN	#	NNP	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
EE1422|textcolor1=white|textcolor2=white|name=Carlos	ee1422|textcolor1=white|textcolor2=white|name=carlos	NNP	#	CD	NNP	.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zambrano|image=BigZ	zambrano|image=bigz	NNP	NNP	#	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	NNP	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cleanup|date=June	cleanup|date=june	VB	(	(	CD	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2007	2007	CD	VB	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
pov	pov	VB	(	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Infobox	infobox	NNP	(	(	NNP	NN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MLB	mlb	NNP	NNP	(	NN	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
player|bgcolor1=	player|bgcolor1=	NN	NNP	NNP	#	CD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
083884|bgcolor2=	083884|bgcolor2=	CD	#	NN	#	NNP	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
EE1422|textcolor1=white|textcolor2=white|name=Carlos	ee1422|textcolor1=white|textcolor2=white|name=carlos	NNP	#	CD	NNP	.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zambrano|image=Cubs-Carlos_Zambrano2	zambrano|image=cubs-carlos_zambrano2	NNP	NNP	#	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	NNP	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cleanup|date=June	cleanup|date=june	VB	(	(	CD	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2007	2007	CD	VB	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
pov	pov	VB	(	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	VB	)	(	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	VB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Infobox	infobox	NNP	(	(	NNP	NN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MLB	mlb	NNP	NNP	(	NN	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
player|bgcolor1=	player|bgcolor1=	NN	NNP	NNP	#	CD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
083884|bgcolor2=	083884|bgcolor2=	CD	#	NN	#	NNP	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
#	#	#	NN	NNP	CD	#	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
EE1422|textcolor1=white|textcolor2=white|name=Carlos	ee1422|textcolor1=white|textcolor2=white|name=carlos	NNP	#	CD	NNP	.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zambrano|image=Cubs-Carlos_Zambrano2	zambrano|image=cubs-carlos_zambrano2	NNP	NNP	#	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	NNP	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
{	{	(	.	NNP	(	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Totally-disputed|date=August	totally-disputed|date=august	JJ	(	(	CD	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2008	2008	CD	JJ	(	)	)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	JJ	)	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
}	}	)	CD	JJ	)	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
[	[	JJ	)	)	JJ	NN	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
[	[	JJ	)	)	JJ	NN	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Image	image	NN	JJ	JJ	:	NN	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
:	:	:	NN	JJ	NN	IN	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Flag	flag	NN	:	NN	IN	JJ	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
of	of	IN	NN	:	JJ	NNP	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
Western	western	JJ	IN	NN	NNP	.	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Sahara	sahara	NNP	JJ	IN	.	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	JJ	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
<	<	JJ	.	NNP	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
/ref	/ref	NNP	JJ	.	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
>	>	NNP	NNP	JJ	NNP	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
<	<	JJ	.	NNP	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ref	ref	NN	NNP	NNP	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
>	>	NNP	NNP	JJ	NNP	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Noemi	noemi	NNP	NNP	NN	NNP	,	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Smolik	smolik	NNP	NNP	NNP	,	NNP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
,	,	,	NNP	NNP	NNP	NNP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
‘	‘	NNP	,	NNP	NNP	NNP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Andreas	andreas	NNP	NNP	,	NNP	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Hofer	hofer	NNP	NNP	NNP	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	NNP	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
It	it	PRP	.	NN	RB	VBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
first	first	RB	PRP	.	VBD	IN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
opened	opened	VBD	RB	PRP	IN	NNP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
in	in	IN	VBD	RB	NNP	NN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
[	[	NNP	IN	VBD	NN	CD	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
[	[	NNP	IN	VBD	NN	CD	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
2003	2003	CD	NN	NNP	NN	NN	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
]	]	NN	CD	NN	NN	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
]	]	NN	CD	NN	NN	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NN	NN	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
http	http	NN	.	JJ	:	NN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
:	:	:	NN	.	NN	''	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
//www.geocities.com/~orion47/WEHRMACHT/HEER/General2/STUELPNAGEL_OTTO.html==Quotes==	//www.geocities.com/~orion47/wehrmacht/heer/general2/stuelpnagel_otto.html==quotes==	NN	:	NN	''	PRP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
''	''	''	NN	:	PRP	VBP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
You	you	PRP	''	NN	VBP	RB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
're	're	VBP	PRP	''	RB	JJ	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
too	too	RB	VBP	PRP	JJ	.	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0
impetuous	impetuous	JJ	RB	VBP	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0
.	.	.	JJ	RB	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
http	http	NN	.	JJ	:	NN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
:	:	:	NN	.	NN	''	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
//www.geocities.com/~orion47/WEHRMACHT/HEER/General2/STUELPNAGEL_OTTO.html==Quotes==	//www.geocities.com/~orion47/wehrmacht/heer/general2/stuelpnagel_otto.html==quotes==	NN	:	NN	''	PRP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
''	''	''	NN	:	PRP	VBP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
You	you	PRP	''	NN	VBP	RB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
're	're	VBP	PRP	''	RB	JJ	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
too	too	RB	VBP	PRP	JJ	.	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0
impetuous	impetuous	JJ	RB	VBP	.	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0
.	.	.	JJ	RB	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
The	the	DT	.	NNP	NN	NN	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1
state	state	NN	DT	.	NN	VBZ	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0
religion	religion	NN	NN	DT	VBZ	NNP	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0
is	is	VBZ	NN	NN	NNP	.	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0
Islam	islam	NNP	VBZ	NN	.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	VBZ	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Most	most	JJS	.	NNP	NNP	VBP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Bahá'ís	bahá'ís	NNP	JJS	.	VBP	IN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0
come	come	VBP	NNP	JJS	IN	NNP	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0
from	from	IN	VBP	NNP	NNP	.	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
Iran	iran	NNP	IN	VBP	.	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
.	.	.	NNP	IN	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
He	he	PRP	''	.	VBZ	VBD	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
's	's	VBZ	PRP	''	VBD	NNP	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
got	got	VBD	VBZ	PRP	NNP	POS	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0
Alzheimer	alzheimer	NNP	VBD	VBZ	POS	.	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
's	's	VBZ	PRP	''	VBD	NNP	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
.	.	.	POS	NNP	''	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
'	'	''	.	POS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Retrieved	retrieved	VBN	.	NN	JJ	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
[	[	JJ	VBN	.	JJ	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
[	[	JJ	VBN	.	JJ	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2006-12-20	2006-12-20	JJ	JJ	JJ	NN	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
]	]	NN	JJ	JJ	NN	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
]	]	NN	JJ	JJ	NN	.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
.	.	.	NN	NN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
<	<	JJ	``	.	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
/ref	/ref	NNP	JJ	``	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
>	>	NNP	NNP	JJ	NNP	NN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
<	<	JJ	``	.	NNP	NNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
